metricDescriptorId,datetime,max,avg,min,count,resourceId
66d70a352718e8b99cb0bb9f,2024-09-10T22:53:49.000Z,0.03130410611629486,0.03120436022679011,0.031154487282037735,3,66d70a35a6119ffc0cd30d32
66d70a352718e8b99cb0bb9f,2024-09-10T23:04:43.000Z,0.40822961926460266,0.2471348444620768,0.03079909086227417,3,66d70a35a6119ffc0cd30d32
66d70a352718e8b99cb0bb9f,2024-09-10T23:34:43.000Z,1.54977285861969,0.65732441842556,0.03719194233417511,3,66d70a35a6119ffc0cd30d32
66d70a352718e8b99cb0bb9f,2024-09-11T00:04:43.000Z,2.545367956161499,1.4421974221865337,0.7577076554298401,3,66d70a35a6119ffc0cd30d32
66d70a352718e8b99cb0bb9f,2024-09-11T00:34:43.000Z,1.1208138465881348,0.9217672149340311,0.8220150470733643,3,66d70a35a6119ffc0cd30d32
66d70a352718e8b99cb0bb9f,2024-09-11T01:04:43.000Z,0.7658382654190063,0.551966925462087,0.3799366354942322,3,66d70a35a6119ffc0cd30d32
66d70a352718e8b99cb0bb9f,2024-09-11T01:34:43.000Z,1.4313431978225708,0.5232589269677798,0.06777003407478333,3,66d70a35a6119ffc0cd30d32
66d70a352718e8b99cb0bb9f,2024-09-11T02:04:43.000Z,1.1308869123458862,0.9512157638867696,0.6978523135185242,3,66d70a35a6119ffc0cd30d32
66d70a352718e8b99cb0bb9f,2024-09-11T02:34:43.000Z,0.9046561121940613,0.6299030383427938,0.38795435428619385,3,66d70a35a6119ffc0cd30d32
66d70a352718e8b99cb0bb9f,2024-09-11T03:04:43.000Z,0.9391205906867981,0.6137073139349619,0.25276872515678406,3,66d70a35a6119ffc0cd30d32
66d70a352718e8b99cb0bb9f,2024-09-11T03:34:43.000Z,0.7697297930717468,0.501538023352623,0.06653298437595367,3,66d70a35a6119ffc0cd30d32
66d70a352718e8b99cb0bb9f,2024-09-11T04:04:43.000Z,2.342654228210449,1.1685003538926442,0.420955091714859,3,66d70a35a6119ffc0cd30d32
66d70a352718e8b99cb0bb9f,2024-09-11T04:34:43.000Z,1.0268468856811523,0.7174816032250723,0.32943418622016907,3,66d70a35a6119ffc0cd30d32
66d70a352718e8b99cb0bb9f,2024-09-11T05:04:43.000Z,1.6346626281738281,0.554385224978129,0.013589958660304546,3,66d70a35a6119ffc0cd30d32
66d70a352718e8b99cb0bb9f,2024-09-11T05:34:43.000Z,0.01603144407272339,0.015410393786927065,0.014413085766136646,3,66d70a35a6119ffc0cd30d32
66d70a352718e8b99cb0bb9f,2024-09-11T06:04:43.000Z,0.27378976345062256,0.1087397759159406,0.016345638781785965,3,66d70a35a6119ffc0cd30d32
66d70a352718e8b99cb0bb9f,2024-09-11T06:34:43.000Z,0.6438906192779541,0.3706438144048055,0.04171484708786011,3,66d70a35a6119ffc0cd30d32
66d70a352718e8b99cb0bb9f,2024-09-11T07:04:43.000Z,0.5280173420906067,0.30093588928381604,0.06338800489902496,3,66d70a35a6119ffc0cd30d32
66d70a352718e8b99cb0bb9f,2024-09-11T07:34:43.000Z,1.6357561349868774,0.9026870802044868,0.10184361785650253,3,66d70a35a6119ffc0cd30d32
66d70a352718e8b99cb0bb9f,2024-09-11T08:04:43.000Z,0.33709517121315,0.2647960384686788,0.12231311202049255,3,66d70a35a6119ffc0cd30d32
66d70a352718e8b99cb0bb9f,2024-09-11T08:34:43.000Z,0.8772286176681519,0.7355176210403442,0.5735010504722595,3,66d70a35a6119ffc0cd30d32
66d70a352718e8b99cb0bb9f,2024-09-11T09:04:43.000Z,0.03826063871383667,0.03680846467614174,0.03514264151453972,3,66d70a35a6119ffc0cd30d32
66d70a352718e8b99cb0bb9f,2024-09-11T09:34:43.000Z,0.3988008201122284,0.15576806540290514,0.03340000659227371,3,66d70a35a6119ffc0cd30d32
66d70a352718e8b99cb0bb9f,2024-09-11T10:04:43.000Z,1.107276439666748,0.5303765498101711,0.03510336950421333,3,66d70a35a6119ffc0cd30d32
