desc,desc_attributes,datetime,max,avg,min,count
EM3401 Bomba Seccao P1,velocity x,2024-11-02,1.0271767377853394,0.49563953032096225,0.25672629475593567,96
EM3401 Bomba Seccao P1,velocity x,2024-11-02,19.03485870361328,2.9240485663696,0.28866347670555115,93
EM3401 Bomba Seccao P1,velocity x,2024-11-02,6.833436012268066,0.6188236872355143,0.19396449625492096,48
EM3401 Bomba Seccao P1,velocity x,2024-11-03,0.8152061700820923,0.47706439966956776,0.3113992214202881,48
EM3401 Bomba Seccao P1,velocity x,2024-11-03,17.785905838012695,6.636593570932746,0.2959860563278198,48
EM3401 Bomba Seccao P1,velocity x,2024-11-03,31.774709701538086,3.6654256315280995,0.158460333943367,48
EM3401 Bomba Seccao P1,velocity x,2024-11-04,20.45136260986328,5.001341717938582,0.24375483393669128,48
EM3401 Bomba Seccao P1,velocity x,2024-11-04,0.8335105180740356,0.4266216401010752,0.23657752573490143,48
EM3401 Bomba Seccao P1,velocity x,2024-11-04,18.009483337402344,4.832008326736589,0.2336587756872177,48
EM3401 Bomba Seccao P1,velocity x,2024-11-05,15.79338550567627,5.726120073037843,0.188759908080101,48
EM3401 Bomba Seccao P1,velocity x,2024-11-05,15.758785247802734,1.9654021738097072,0.1499263495206833,48
EM3401 Bomba Seccao P1,velocity x,2024-11-05,0.5163974761962891,0.31936108879745007,0.1577175259590149,48
EM3401 Bomba Seccao P1,velocity x,2024-11-06,0.49749305844306946,0.264092031866312,0.11734327673912048,48
EM3401 Bomba Seccao P1,velocity x,2024-11-06,0.4888977110385895,0.24878359430780014,0.11111663281917572,48
EM3401 Bomba Seccao P1,velocity x,2024-11-06,0.48964565992355347,0.25457647691170376,0.13528940081596375,48
EM3401 Bomba Seccao P1,velocity x,2024-11-07,0.457690954208374,0.2469555699887375,0.12021488696336746,48
EM3401 Bomba Seccao P1,velocity x,2024-11-07,0.6510725617408752,0.32010287294785184,0.12012331187725067,48
EM3401 Bomba Seccao P1,velocity x,2024-11-07,0.8498315811157227,0.4207921642810106,0.18425703048706055,48
EM3401 Bomba Seccao P1,velocity x,2024-11-08,0.860326886177063,0.47524934634566307,0.26279082894325256,48
EM3401 Bomba Seccao P1,velocity x,2024-11-08,15.9241943359375,1.9190152858694394,0.19408078491687775,48
EM3401 Bomba Seccao P1,velocity x,2024-11-08,16.34058380126953,2.3714307931562266,0.1895129233598709,48
EM3401 Bomba Seccao P1,velocity x,2024-11-09,15.545199394226074,6.0459785883625345,0.3218481242656708,48
EM3401 Bomba Seccao P1,velocity x,2024-11-09,20.62045669555664,7.001845597599943,0.2240649163722992,48
EM3401 Bomba Seccao P1,velocity x,2024-11-09,25.66106414794922,8.0043690148741,0.2527482211589813,48
EM3401 Bomba Seccao P1,velocity x,2024-11-10,29.052627563476562,9.932487592411539,0.20534667372703552,48
EM3401 Bomba Seccao P1,velocity x,2024-11-10,24.351497650146484,8.147862313936153,0.2670273780822754,48
EM3401 Bomba Seccao P1,velocity x,2024-11-10,24.187091827392578,8.339672546833754,0.2728172242641449,48
EM3401 Bomba Seccao P1,velocity x,2024-11-11,29.90660858154297,8.999749154473344,0.3089793026447296,48
EM3401 Bomba Seccao P1,velocity x,2024-11-11,21.66295051574707,6.2264046383400755,0.21021361649036407,48
EM3401 Bomba Seccao P1,velocity x,2024-11-11,20.367395401000977,7.206124300758044,0.27307581901550293,48
EM3401 Bomba Seccao P1,velocity x,2024-11-12,30.71294593811035,7.0591180343180895,0.2584589123725891,48
EM3401 Bomba Seccao P1,velocity x,2024-11-12,24.870882034301758,7.7328920535467285,0.1702842265367508,27
EM3401 Bomba Seccao P1,velocity y,2024-09-03,11.444622993469238,3.204742758638329,0.10913795977830887,9
EM3401 Bomba Seccao P1,velocity y,2024-09-04,16.875755310058594,7.053122873107593,0.20657971501350403,48
EM3401 Bomba Seccao P1,velocity y,2024-09-04,47.688026428222656,11.6243085047851,0.12859757244586945,48
EM3401 Bomba Seccao P1,velocity y,2024-09-04,24.225465774536133,7.3752687859038515,0.09536368399858475,48
EM3401 Bomba Seccao P1,velocity y,2024-09-05,48.161102294921875,12.710556806996465,0.4084866940975189,48
EM3401 Bomba Seccao P1,velocity y,2024-09-05,23.181425094604492,8.459383610015115,0.15093986690044403,48
EM3401 Bomba Seccao P1,velocity y,2024-09-05,19.64327621459961,7.222158343531191,0.10014550387859344,48
EM3401 Bomba Seccao P1,velocity y,2024-09-06,38.20756149291992,10.621135111898184,0.24983933568000793,48
EM3401 Bomba Seccao P1,velocity y,2024-09-06,28.51148796081543,10.666794450332722,0.11297592520713806,48
EM3401 Bomba Seccao P1,velocity y,2024-09-06,33.88468933105469,9.786650430100659,0.1471412181854248,48
EM3401 Bomba Seccao P1,velocity y,2024-09-07,22.338621139526367,9.611600593663752,0.12325514853000641,48
EM3401 Bomba Seccao P1,velocity y,2024-09-07,22.58329200744629,7.834187754429877,0.16048845648765564,48
EM3401 Bomba Seccao P1,velocity y,2024-09-07,17.114286422729492,4.000505884798865,0.1035611629486084,48
EM3401 Bomba Seccao P1,velocity y,2024-09-08,20.762205123901367,10.134168031315008,1.4999340772628784,48
EM3401 Bomba Seccao P1,velocity y,2024-09-08,18.12399673461914,7.958369407181938,0.14135293662548065,48
EM3401 Bomba Seccao P1,velocity y,2024-09-08,25.118675231933594,8.25599351276954,0.2413579821586609,48
EM3401 Bomba Seccao P1,velocity y,2024-09-09,19.37278938293457,9.260724599162737,1.7547043561935425,48
EM3401 Bomba Seccao P1,velocity y,2024-09-09,21.54430389404297,8.910736777198812,0.14052754640579224,48
EM3401 Bomba Seccao P1,velocity y,2024-09-09,16.598840713500977,8.620182525211325,0.10961764305830002,48
EM3401 Bomba Seccao P1,velocity y,2024-09-10,55.462921142578125,10.999871874849001,1.6152172088623047,48
EM3401 Bomba Seccao P1,velocity y,2024-09-10,51.373435974121094,11.432794158657392,0.15549616515636444,48
EM3401 Bomba Seccao P1,velocity y,2024-09-10,47.26054382324219,10.759900113257268,0.13004986941814423,48
EM3401 Bomba Seccao P1,velocity y,2024-09-11,37.88182067871094,12.18892442714423,0.18750467896461487,48
EM3401 Bomba Seccao P1,velocity y,2024-09-11,48.54646682739258,8.855624793988207,0.10857634246349335,46
EM3401 Bomba Seccao P1,velocity y,2024-09-11,26.1208438873291,6.90188297087496,0.14429359138011932,44
EM3401 Bomba Seccao P1,velocity y,2024-09-12,31.116548538208008,9.230845786010226,0.1586589813232422,48
EM3401 Bomba Seccao P1,velocity y,2024-09-12,17.159767150878906,8.355205125796298,0.1332416981458664,48
EM3401 Bomba Seccao P1,velocity y,2024-09-12,18.054067611694336,7.951718806599577,0.1856381744146347,48
EM3401 Bomba Seccao P1,velocity y,2024-09-13,33.157073974609375,9.332121635787189,0.15829701721668243,48
EM3401 Bomba Seccao P1,velocity y,2024-09-13,20.952816009521484,8.36818007286638,0.13393405079841614,48
EM3401 Bomba Seccao P1,velocity y,2024-09-13,45.44731903076172,6.815548385648678,0.10971337556838989,48
EM3401 Bomba Seccao P1,velocity y,2024-09-14,43.17369842529297,11.10966581106186,1.6499195098876953,48
EM3401 Bomba Seccao P1,velocity y,2024-09-14,48.586585998535156,11.142432131494084,0.1266476809978485,48
EM3401 Bomba Seccao P1,velocity y,2024-09-14,33.46623229980469,7.468356751526396,0.23873406648635864,48
EM3401 Bomba Seccao P1,velocity y,2024-09-15,32.864681243896484,8.762836069489518,0.27693188190460205,48
EM3401 Bomba Seccao P1,velocity y,2024-09-15,9.632597923278809,1.12479323366036,0.18622542917728424,48
EM3401 Bomba Seccao P1,velocity y,2024-09-15,24.165250778198242,4.7570765407189075,0.25611406564712524,46
EM3401 Bomba Seccao P1,velocity y,2024-09-16,46.23318862915039,14.144133677085241,2.043813705444336,48
EM3401 Bomba Seccao P1,velocity y,2024-09-16,21.037221908569336,8.584037801561257,0.12482084333896637,48
EM3401 Bomba Seccao P1,velocity y,2024-09-16,25.935468673706055,9.86832284151266,0.16474728286266327,48
EM3401 Bomba Seccao P1,velocity y,2024-09-17,21.30653953552246,7.955877443465094,0.18158814311027527,48
EM3401 Bomba Seccao P1,velocity y,2024-09-17,35.755401611328125,9.899071352245906,0.14021997153759003,48
