metric_descriptor_id,resource_id,last_end_date
66dedc242718e8b99c5138e0,66dedc24efc0bac50c80870f,2024-11-12
66dedc242718e8b99c5138f3,66dedc24efc0bac50c80870f,2024-11-12
66dedc242718e8b99c513903,66dedc24efc0bac50c80870f,2024-11-12
66dedc242718e8b99c51390e,66dedc24efc0bac50c80870f,2024-11-12
66dedc242718e8b99c513918,66dedc24efc0bac50c80870f,2024-11-12
66dedc242718e8b99c513924,66dedc24efc0bac50c80870f,2024-11-12
66dedc242718e8b99c513939,66dedc24efc0bac50c80870f,2024-11-12
