metricDescriptorId,datetime,max,avg,min,count,resourceId
668ff6e757480af2491a727c,2024-09-03T22:39:51.000Z,63.59693145751953,61.78644943237305,60.03471374511719,3,668ff6e6765a3c089d872db8
668ff6e757480af2491a727c,2024-09-03T23:09:51.000Z,68.72396087646484,64.24671173095703,60.76638412475586,3,668ff6e6765a3c089d872db8
668ff6e757480af2491a727c,2024-09-03T23:39:51.000Z,70.17127990722656,69.52328236897786,69.05508422851562,3,668ff6e6765a3c089d872db8
668ff6e757480af2491a727c,2024-09-04T00:09:51.000Z,70.35820770263672,68.80763498942058,67.32471466064453,3,668ff6e6765a3c089d872db8
668ff6e757480af2491a727c,2024-09-04T00:39:51.000Z,68.3073959350586,67.0719223022461,65.58365631103516,3,668ff6e6765a3c089d872db8
668ff6e757480af2491a727c,2024-09-04T01:09:51.000Z,68.89486694335938,67.5703837076823,66.30998992919922,3,668ff6e6765a3c089d872db8
668ff6e757480af2491a727c,2024-09-04T01:39:51.000Z,66.66780853271484,65.52134958902995,64.00816345214844,3,668ff6e6765a3c089d872db8
668ff6e757480af2491a727c,2024-09-04T02:09:51.000Z,63.308536529541016,61.53009796142578,59.7837028503418,3,668ff6e6765a3c089d872db8
668ff6e757480af2491a727c,2024-09-04T02:39:51.000Z,60.392539978027344,58.922078450520836,57.69550704956055,3,668ff6e6765a3c089d872db8
668ff6e757480af2491a727c,2024-09-04T03:09:51.000Z,64.80926513671875,64.21644973754883,63.16434097290039,3,668ff6e6765a3c089d872db8
668ff6e757480af2491a727c,2024-09-04T03:39:51.000Z,68.6919174194336,65.04069010416667,62.635616302490234,3,668ff6e6765a3c089d872db8
668ff6e757480af2491a727c,2024-09-04T04:09:51.000Z,65.94148254394531,63.452735900878906,61.145572662353516,3,668ff6e6765a3c089d872db8
668ff6e757480af2491a727c,2024-09-04T04:39:51.000Z,59.36178970336914,57.77917607625326,56.2535285949707,3,668ff6e6765a3c089d872db8
668ff6e757480af2491a727c,2024-09-04T05:09:51.000Z,57.28427505493164,56.32117716471354,54.93438720703125,3,668ff6e6765a3c089d872db8
668ff6e757480af2491a727c,2024-09-04T05:39:51.000Z,62.2297248840332,61.63691202799479,60.969329833984375,3,668ff6e6765a3c089d872db8
668ff6e757480af2491a727c,2024-09-04T06:09:51.000Z,61.39124298095703,59.83532969156901,57.99992370605469,3,668ff6e6765a3c089d872db8
668ff6e757480af2491a727c,2024-09-04T06:39:51.000Z,59.08941650390625,58.67462666829427,58.1387825012207,3,668ff6e6765a3c089d872db8
668ff6e757480af2491a727c,2024-09-04T07:09:51.000Z,58.75295639038086,58.350626627604164,57.583351135253906,3,668ff6e6765a3c089d872db8
668ff6e757480af2491a727c,2024-09-04T07:39:51.000Z,67.6291275024414,64.96414057413737,62.13893508911133,3,668ff6e6765a3c089d872db8
668ff6e757480af2491a727c,2024-09-04T08:09:51.000Z,63.96009826660156,62.34009806315104,61.32181167602539,3,668ff6e6765a3c089d872db8
668ff6e757480af2491a727c,2024-09-04T08:39:51.000Z,65.46082305908203,63.57379023234049,61.28976821899414,3,668ff6e6765a3c089d872db8
668ff6e757480af2491a727c,2024-09-04T09:09:51.000Z,67.2659683227539,64.54222997029622,62.14961624145508,3,668ff6e6765a3c089d872db8
668ff6e757480af2491a727c,2024-09-04T09:39:51.000Z,70.34752655029297,67.95491027832031,65.6797866821289,3,668ff6e6765a3c089d872db8
668ff6e757480af2491a727c,2024-09-04T10:09:51.000Z,63.75715255737305,63.12161509195963,61.89860534667969,3,668ff6e6765a3c089d872db8
