metricDescriptorId,datetime,max,avg,min,count
668ff6e757480af2491a72b3,2024-09-03T22:39:51.000Z,1.980895757675171,0.8747831467125151,0.2461545318365097,9
668ff6e757480af2491a72b3,2024-09-04T00:09:51.000Z,61.914512634277344,1.8449436257489853,0.12217256426811218,288
668ff6e757480af2491a72b3,2024-09-06T00:09:51.000Z,23.021297454833984,1.838869590157022,0.1714988648891449,288
668ff6e757480af2491a72b3,2024-09-08T00:09:51.000Z,56.308834075927734,2.1737062508343823,0.11819680035114288,288
668ff6e757480af2491a72b3,2024-09-10T00:09:51.000Z,29.792818069458008,2.273210158392628,0.19013787806034088,281
668ff6e757480af2491a72b3,2024-09-12T00:05:28.000Z,50.44228744506836,2.172310470344706,0.19043968617916107,288
668ff6e757480af2491a72b3,2024-09-14T00:05:28.000Z,50.027252197265625,2.2778564114774857,0.14063876867294312,286
668ff6e757480af2491a72b3,2024-09-16T00:08:18.000Z,55.14122009277344,2.6803096737195222,0.18425843119621277,288
668ff6e757480af2491a72b3,2024-09-18T00:08:18.000Z,18.72838020324707,1.1838430096912715,0.14701928198337555,288
668ff6e757480af2491a72b3,2024-09-20T00:08:18.000Z,39.204158782958984,2.2930659377868747,0.15138186514377594,284
668ff6e757480af2491a72b3,2024-09-22T00:02:28.000Z,26.23179054260254,0.8165591243240569,0.1378604769706726,288
668ff6e757480af2491a72b3,2024-09-24T00:02:28.000Z,46.29015350341797,0.9697305423259321,0.11970340460538864,288
668ff6e757480af2491a72b3,2024-09-26T00:02:28.000Z,42.52157211303711,2.1669423394163863,0.11292531341314316,288
668ff6e757480af2491a72b3,2024-09-28T00:02:28.000Z,24.615259170532227,1.8457448026495622,0.14907599985599518,282
668ff6e757480af2491a72b3,2024-09-30T00:02:33.000Z,20.670360565185547,0.8783922145764033,0.15504994988441467,144
668ff6e757480af2491a72b3,2024-10-01T00:02:33.000Z,19.615903854370117,1.2509230681649455,0.16311001777648926,143
668ff6e757480af2491a72b3,2024-10-02T00:01:29.000Z,53.61176300048828,2.0262405848544507,0.1773567795753479,288
668ff6e757480af2491a72b3,2024-10-04T00:01:29.000Z,29.918575286865234,1.9081800744198916,0.13443556427955627,285
668ff6e757480af2491a72b3,2024-10-06T00:05:25.000Z,14.809252738952637,0.9813055221198334,0.13951244950294495,288
668ff6e757480af2491a72b3,2024-10-08T00:05:25.000Z,0.9384143352508545,0.40587775507527923,0.16757917404174805,288
668ff6e757480af2491a72b3,2024-10-10T00:05:25.000Z,0.8728958368301392,0.40268328346105087,0.19190868735313416,288
668ff6e757480af2491a72b3,2024-10-12T00:05:25.000Z,0.8141835331916809,0.42275633978553945,0.21725445985794067,288
668ff6e757480af2491a72b3,2024-10-14T00:05:25.000Z,29.808626174926758,1.5290856709600322,0.17437851428985596,288
668ff6e757480af2491a72b3,2024-10-16T00:05:25.000Z,42.19716262817383,2.343745044691281,0.16940712928771973,288
668ff6e757480af2491a72b3,2024-10-18T00:05:25.000Z,52.385982513427734,2.3014168803476625,0.13878756761550903,288
668ff6e757480af2491a72b3,2024-10-20T00:05:25.000Z,34.58232879638672,1.9638474506699222,0.12939539551734924,277
668ff6e757480af2491a72b3,2024-10-22T00:00:01.000Z,29.644742965698242,2.6557946771176324,0.15839175879955292,288
668ff6e757480af2491a72b3,2024-10-24T00:00:01.000Z,40.29663848876953,2.3480403056471713,0.16813553869724274,288
668ff6e757480af2491a72b3,2024-10-26T00:00:01.000Z,87.24214935302734,3.0956122220700815,0.12503604590892792,288
668ff6e757480af2491a72b3,2024-10-28T00:00:01.000Z,28.087554931640625,2.0263686044555573,0.12882886826992035,288
668ff6e757480af2491a72b3,2024-10-30T00:00:01.000Z,41.34075164794922,1.7111785264892712,0.1589699536561966,288
668ff6e757480af2491a72b3,2024-11-01T00:00:01.000Z,23.03169059753418,0.5181237672352128,0.16768623888492584,144
668ff6e757480af2491a72b3,2024-11-02T00:00:01.000Z,21.990140914916992,0.9744875175388236,0.1924644112586975,95
