metricDescriptorId,datetime,max,avg,min,count,physicalQuantity,axis,source,statisticalProcessing,parametro
668febb557480af249f91a86,2024-09-03T22:31:50.000Z,13.095999717712402,3.3408439026938543,0.255057543516159,9,velocity,x,dynamox-dyna-logger,rms,velocity_x
668febb557480af249f91a86,2024-09-04T00:01:50.000Z,51.101558685302734,8.503232120381048,0.1293161958456039,288,velocity,x,dynamox-dyna-logger,rms,velocity_x
668febb557480af249f91a86,2024-09-06T00:01:50.000Z,34.03651809692383,8.231984982396373,0.102630577981472,288,velocity,x,dynamox-dyna-logger,rms,velocity_x
668febb557480af249f91a86,2024-09-08T00:01:50.000Z,24.39009666442871,8.423475943091843,0.1685502827167511,288,velocity,x,dynamox-dyna-logger,rms,velocity_x
668febb557480af249f91a86,2024-09-10T00:01:50.000Z,27.14804458618164,9.026620423566577,0.1175111755728721,282,velocity,x,dynamox-dyna-logger,rms,velocity_x
668febb557480af249f91a86,2024-09-12T00:03:12.000Z,47.79105758666992,7.849735096562654,0.1262562721967697,288,velocity,x,dynamox-dyna-logger,rms,velocity_x
668febb557480af249f91a86,2024-09-14T00:03:12.000Z,28.09882354736328,6.365281687906156,0.1756869852542877,286,velocity,x,dynamox-dyna-logger,rms,velocity_x
668febb557480af249f91a86,2024-09-16T00:09:12.000Z,25.928346633911133,8.688379924071747,0.1894127279520034,288,velocity,x,dynamox-dyna-logger,rms,velocity_x
668febb557480af249f91a86,2024-09-18T00:09:12.000Z,35.35700988769531,5.200366045296606,0.1845955103635788,288,velocity,x,dynamox-dyna-logger,rms,velocity_x
668febb557480af249f91a86,2024-09-20T00:09:12.000Z,35.456199645996094,7.372407594354639,0.1296707987785339,284,velocity,x,dynamox-dyna-logger,rms,velocity_x
668febb557480af249f91a86,2024-09-22T00:04:48.000Z,19.306394577026367,3.298524972517044,0.1359083950519561,288,velocity,x,dynamox-dyna-logger,rms,velocity_x
668febb557480af249f91a86,2024-09-24T00:04:48.000Z,24.593263626098636,2.5087455867582724,0.129816934466362,288,velocity,x,dynamox-dyna-logger,rms,velocity_x
668febb557480af249f91a86,2024-09-26T00:04:48.000Z,29.439987182617188,7.255247948536028,0.134431704878807,288,velocity,x,dynamox-dyna-logger,rms,velocity_x
668febb557480af249f91a86,2024-09-28T00:04:48.000Z,24.50395774841309,7.244403418350978,0.1856048703193664,283,velocity,x,dynamox-dyna-logger,rms,velocity_x
668febb557480af249f91a86,2024-09-30T00:08:15.000Z,21.662288665771484,1.848775922941665,0.1573241949081421,144,velocity,x,dynamox-dyna-logger,rms,velocity_x
668febb557480af249f91a86,2024-10-01T00:08:15.000Z,31.819698333740234,5.3938145590563344,0.2183396816253662,146,velocity,x,dynamox-dyna-logger,rms,velocity_x
668febb557480af249f91a86,2024-10-02T00:02:28.000Z,25.71214866638184,8.324179608167874,0.1432565748691558,288,velocity,x,dynamox-dyna-logger,rms,velocity_x
668febb557480af249f91a86,2024-10-04T00:02:28.000Z,32.28925704956055,7.693255239693852,0.1370301693677902,286,velocity,x,dynamox-dyna-logger,rms,velocity_x
668febb557480af249f91a86,2024-10-06T00:09:43.000Z,20.479820251464844,2.121380482323286,0.1012653931975364,287,velocity,x,dynamox-dyna-logger,rms,velocity_x
668febb557480af249f91a86,2024-10-08T00:05:17.000Z,9.76378059387207,0.5083717780912088,0.1915792375802993,288,velocity,x,dynamox-dyna-logger,rms,velocity_x
668febb557480af249f91a86,2024-10-10T00:05:17.000Z,0.8044573068618774,0.3727976858822835,0.1658739447593689,288,velocity,x,dynamox-dyna-logger,rms,velocity_x
668febb557480af249f91a86,2024-10-12T00:05:17.000Z,0.8560337424278259,0.3554710549198919,0.157517597079277,288,velocity,x,dynamox-dyna-logger,rms,velocity_x
668febb557480af249f91a86,2024-10-14T00:05:17.000Z,26.940963745117188,3.2576192828516164,0.1460066437721252,288,velocity,x,dynamox-dyna-logger,rms,velocity_x
668febb557480af249f91a86,2024-10-16T00:05:17.000Z,27.8826847076416,7.634097015769738,0.1226994320750236,288,velocity,x,dynamox-dyna-logger,rms,velocity_x
668febb557480af249f91a86,2024-10-18T00:05:17.000Z,45.76694869995117,8.104492135449416,0.195981964468956,288,velocity,x,dynamox-dyna-logger,rms,velocity_x
668febb557480af249f91a86,2024-10-20T00:05:17.000Z,32.75893020629883,6.764713005769295,0.124461755156517,281,velocity,x,dynamox-dyna-logger,rms,velocity_x
668febb557480af249f91a86,2024-10-22T00:08:11.000Z,34.05389404296875,8.668000078346166,0.1113397851586341,288,velocity,x,dynamox-dyna-logger,rms,velocity_x
668febb557480af249f91a86,2024-10-24T00:08:11.000Z,46.37729644775391,7.1568190939724445,0.1268045753240585,288,velocity,x,dynamox-dyna-logger,rms,velocity_x
668febb557480af249f91a86,2024-10-26T00:08:11.000Z,29.28561210632324,7.203985492854069,0.1260459274053573,288,velocity,x,dynamox-dyna-logger,rms,velocity_x
668febb557480af249f91a86,2024-10-28T00:08:11.000Z,28.302608489990234,5.744002445393966,0.141081690788269,288,velocity,x,dynamox-dyna-logger,rms,velocity_x
668febb557480af249f91a86,2024-10-30T00:08:11.000Z,29.68317413330078,5.130123126786202,0.1470170766115188,288,velocity,x,dynamox-dyna-logger,rms,velocity_x
668febb557480af249f91a86,2024-11-01T00:08:11.000Z,9.694647789001465,0.5211312369339995,0.1786032319068908,144,velocity,x,dynamox-dyna-logger,rms,velocity_x
668febb557480af249f91a86,2024-11-02T00:08:11.000Z,19.03485870361328,1.710227414164492,0.2567262947559356,93,velocity,x,dynamox-dyna-logger,rms,velocity_x
668febb557480af249f91a91,2024-09-03T22:31:50.000Z,11.444622993469238,3.204742758638329,0.1091379597783088,9,velocity,y,dynamox-dyna-logger,rms,velocity_y
668febb557480af249f91a91,2024-09-04T00:01:50.000Z,48.16110229492188,9.074133154056552,0.0953636839985847,288,velocity,y,dynamox-dyna-logger,rms,velocity_y
668febb557480af249f91a91,2024-09-06T00:01:50.000Z,38.20756149291992,8.753479037537343,0.1035611629486084,288,velocity,y,dynamox-dyna-logger,rms,velocity_y
668febb557480af249f91a91,2024-09-08T00:01:50.000Z,25.118675231933597,8.85669580880656,0.1096176430583,288,velocity,y,dynamox-dyna-logger,rms,velocity_y
668febb557480af249f91a91,2024-09-10T00:01:50.000Z,55.462921142578125,10.245933116274946,0.1085763424634933,282,velocity,y,dynamox-dyna-logger,rms,velocity_y
668febb557480af249f91a91,2024-09-12T00:03:12.000Z,45.44731903076172,8.342269968784725,0.1097133755683898,288,velocity,y,dynamox-dyna-logger,rms,velocity_y
668febb557480af249f91a91,2024-09-14T00:03:12.000Z,48.58658599853516,7.412634799790966,0.1266476809978485,286,velocity,y,dynamox-dyna-logger,rms,velocity_y
668febb557480af249f91a91,2024-09-16T00:09:12.000Z,65.82615661621094,9.893261836738224,0.1248208433389663,288,velocity,y,dynamox-dyna-logger,rms,velocity_y
668febb557480af249f91a91,2024-09-18T00:09:12.000Z,39.63698959350586,5.544012520022483,0.1096846610307693,288,velocity,y,dynamox-dyna-logger,rms,velocity_y
668febb557480af249f91a91,2024-09-20T00:09:12.000Z,39.67436218261719,8.586813564320476,0.0934585332870483,284,velocity,y,dynamox-dyna-logger,rms,velocity_y
668febb557480af249f91a91,2024-09-22T00:04:48.000Z,42.25248718261719,3.583386061273308,0.0947431400418281,288,velocity,y,dynamox-dyna-logger,rms,velocity_y
668febb557480af249f91a91,2024-09-24T00:04:48.000Z,24.90121078491211,2.5474359653890133,0.0687400847673416,288,velocity,y,dynamox-dyna-logger,rms,velocity_y
668febb557480af249f91a91,2024-09-26T00:04:48.000Z,33.930355072021484,8.198700475480614,0.0972265973687172,288,velocity,y,dynamox-dyna-logger,rms,velocity_y
668febb557480af249f91a91,2024-09-28T00:04:48.000Z,44.5820198059082,8.06272891292829,0.0911613777279853,283,velocity,y,dynamox-dyna-logger,rms,velocity_y
668febb557480af249f91a91,2024-09-30T00:08:15.000Z,17.951993942260742,1.937400629847414,0.1579781323671341,144,velocity,y,dynamox-dyna-logger,rms,velocity_y
668febb557480af249f91a91,2024-10-01T00:08:15.000Z,27.55112075805664,5.793333928878993,0.1227047443389892,146,velocity,y,dynamox-dyna-logger,rms,velocity_y
668febb557480af249f91a91,2024-10-02T00:02:28.000Z,31.102785110473636,9.019126992957252,0.0728272646665573,288,velocity,y,dynamox-dyna-logger,rms,velocity_y
668febb557480af249f91a91,2024-10-04T00:02:28.000Z,35.77449417114258,8.482890964518269,0.0930344387888908,286,velocity,y,dynamox-dyna-logger,rms,velocity_y
668febb557480af249f91a91,2024-10-06T00:09:43.000Z,31.371288299560547,2.3740543115897044,0.0983877182006836,287,velocity,y,dynamox-dyna-logger,rms,velocity_y
668febb557480af249f91a91,2024-10-08T00:05:17.000Z,18.422103881835938,0.4677149923259599,0.1015580594539642,288,velocity,y,dynamox-dyna-logger,rms,velocity_y
668febb557480af249f91a91,2024-10-10T00:05:17.000Z,0.7627532482147217,0.3401353875589039,0.1676118522882461,288,velocity,y,dynamox-dyna-logger,rms,velocity_y
668febb557480af249f91a91,2024-10-12T00:05:17.000Z,0.7807148694992065,0.3729093368165195,0.1882489472627639,288,velocity,y,dynamox-dyna-logger,rms,velocity_y
668febb557480af249f91a91,2024-10-14T00:05:17.000Z,79.53592681884766,3.953188726988932,0.080437496304512,288,velocity,y,dynamox-dyna-logger,rms,velocity_y
668febb557480af249f91a91,2024-10-16T00:05:17.000Z,38.70936965942383,8.032556145762404,0.1124030575156211,288,velocity,y,dynamox-dyna-logger,rms,velocity_y
668febb557480af249f91a91,2024-10-18T00:05:17.000Z,78.14781188964844,8.71668690844025,0.1183743923902511,288,velocity,y,dynamox-dyna-logger,rms,velocity_y
668febb557480af249f91a91,2024-10-20T00:05:17.000Z,31.51078414916992,7.316835964118459,0.118549957871437,281,velocity,y,dynamox-dyna-logger,rms,velocity_y
668febb557480af249f91a91,2024-10-22T00:08:11.000Z,45.58057403564453,9.585905661806464,0.0948030427098274,288,velocity,y,dynamox-dyna-logger,rms,velocity_y
668febb557480af249f91a91,2024-10-24T00:08:11.000Z,46.08977127075195,7.769604859821912,0.1294688731431961,288,velocity,y,dynamox-dyna-logger,rms,velocity_y
668febb557480af249f91a91,2024-10-26T00:08:11.000Z,71.12641906738281,9.447692011922804,0.1091105118393898,288,velocity,y,dynamox-dyna-logger,rms,velocity_y
668febb557480af249f91a91,2024-10-28T00:08:11.000Z,43.4914436340332,6.247795212548226,0.0910963639616966,288,velocity,y,dynamox-dyna-logger,rms,velocity_y
668febb557480af249f91a91,2024-10-30T00:08:11.000Z,26.217212677001957,5.471960137365386,0.1099587306380271,288,velocity,y,dynamox-dyna-logger,rms,velocity_y
668febb557480af249f91a91,2024-11-01T00:08:11.000Z,13.244112014770508,0.5731815805451738,0.2123152166604995,144,velocity,y,dynamox-dyna-logger,rms,velocity_y
668febb557480af249f91a91,2024-11-02T00:08:11.000Z,22.1190242767334,1.7078991003574864,0.1767940670251846,93,velocity,y,dynamox-dyna-logger,rms,velocity_y
668febb557480af249f91a9c,2024-09-03T22:31:50.000Z,8.610191345214844,2.6183183656798468,0.2683888077735901,9,velocity,z,dynamox-dyna-logger,rms,velocity_z
668febb557480af249f91a9c,2024-09-04T00:01:50.000Z,86.95503234863281,8.44204290671688,0.221189871430397,288,velocity,z,dynamox-dyna-logger,rms,velocity_z
668febb557480af249f91a9c,2024-09-06T00:01:50.000Z,79.15604400634766,8.91887396817199,0.167542427778244,288,velocity,z,dynamox-dyna-logger,rms,velocity_z
668febb557480af249f91a9c,2024-09-08T00:01:50.000Z,49.69034576416016,8.172276698673764,0.2448683977127075,288,velocity,z,dynamox-dyna-logger,rms,velocity_z
668febb557480af249f91a9c,2024-09-10T00:01:50.000Z,56.91547393798828,9.725857018314777,0.182681605219841,282,velocity,z,dynamox-dyna-logger,rms,velocity_z
668febb557480af249f91a9c,2024-09-12T00:03:12.000Z,76.78640747070312,8.640821235254407,0.1607152670621872,288,velocity,z,dynamox-dyna-logger,rms,velocity_z
668febb557480af249f91a9c,2024-09-14T00:03:12.000Z,66.92874145507812,6.8284069463819055,0.14792300760746,286,velocity,z,dynamox-dyna-logger,rms,velocity_z
668febb557480af249f91a9c,2024-09-16T00:09:12.000Z,104.36319732666016,9.623713914718891,0.1826222091913223,288,velocity,z,dynamox-dyna-logger,rms,velocity_z
668febb557480af249f91a9c,2024-09-18T00:09:12.000Z,60.6490592956543,5.234458262669957,0.1226496919989585,288,velocity,z,dynamox-dyna-logger,rms,velocity_z
668febb557480af249f91a9c,2024-09-20T00:09:12.000Z,58.17081069946289,8.467813214785616,0.2061532288789749,284,velocity,z,dynamox-dyna-logger,rms,velocity_z
668febb557480af249f91a9c,2024-09-22T00:04:48.000Z,44.137306213378906,3.442964690944387,0.1135879680514335,288,velocity,z,dynamox-dyna-logger,rms,velocity_z
668febb557480af249f91a9c,2024-09-24T00:04:48.000Z,62.884765625,2.39008132660658,0.1194020062685012,288,velocity,z,dynamox-dyna-logger,rms,velocity_z
668febb557480af249f91a9c,2024-09-26T00:04:48.000Z,62.855995178222656,8.369565107652711,0.1536089181900024,288,velocity,z,dynamox-dyna-logger,rms,velocity_z
668febb557480af249f91a9c,2024-09-28T00:04:48.000Z,64.9520263671875,7.349207831829681,0.1408584117889404,283,velocity,z,dynamox-dyna-logger,rms,velocity_z
668febb557480af249f91a9c,2024-09-30T00:08:15.000Z,19.556049346923828,1.686107379436079,0.1144859120249748,144,velocity,z,dynamox-dyna-logger,rms,velocity_z
668febb557480af249f91a9c,2024-10-01T00:08:15.000Z,33.46295166015625,4.967945633379564,0.1038867160677909,146,velocity,z,dynamox-dyna-logger,rms,velocity_z
668febb557480af249f91a9c,2024-10-02T00:02:28.000Z,54.35641860961914,8.76911992729745,0.238924503326416,288,velocity,z,dynamox-dyna-logger,rms,velocity_z
668febb557480af249f91a9c,2024-10-04T00:02:28.000Z,58.72240829467773,7.857609788958843,0.1764837652444839,286,velocity,z,dynamox-dyna-logger,rms,velocity_z
668febb557480af249f91a9c,2024-10-06T00:09:43.000Z,35.19562530517578,2.072658512728347,0.0947358161211013,287,velocity,z,dynamox-dyna-logger,rms,velocity_z
668febb557480af249f91a9c,2024-10-08T00:05:17.000Z,22.140443801879883,0.388377760304138,0.0913964360952377,288,velocity,z,dynamox-dyna-logger,rms,velocity_z
668febb557480af249f91a9c,2024-10-10T00:05:17.000Z,0.6366583704948425,0.262043164163414,0.1247026026248931,288,velocity,z,dynamox-dyna-logger,rms,velocity_z
668febb557480af249f91a9c,2024-10-12T00:05:17.000Z,0.6017519235610962,0.2817711790557951,0.1194624379277229,288,velocity,z,dynamox-dyna-logger,rms,velocity_z
668febb557480af249f91a9c,2024-10-14T00:05:17.000Z,92.87950897216795,4.057594862145682,0.1463445723056793,288,velocity,z,dynamox-dyna-logger,rms,velocity_z
668febb557480af249f91a9c,2024-10-16T00:05:17.000Z,51.75872802734375,8.262440579943359,0.166517287492752,288,velocity,z,dynamox-dyna-logger,rms,velocity_z
668febb557480af249f91a9c,2024-10-18T00:05:17.000Z,94.3550033569336,8.91893352345667,0.191467136144638,288,velocity,z,dynamox-dyna-logger,rms,velocity_z
668febb557480af249f91a9c,2024-10-20T00:05:17.000Z,65.90880584716797,7.407718527677645,0.1862543523311615,281,velocity,z,dynamox-dyna-logger,rms,velocity_z
668febb557480af249f91a9c,2024-10-22T00:08:11.000Z,52.31987380981445,9.652369642475,0.1796291023492813,288,velocity,z,dynamox-dyna-logger,rms,velocity_z
668febb557480af249f91a9c,2024-10-24T00:08:11.000Z,53.897308349609375,7.411494864926984,0.1660072356462478,288,velocity,z,dynamox-dyna-logger,rms,velocity_z
668febb557480af249f91a9c,2024-10-26T00:08:11.000Z,118.92398071289062,9.741905888646013,0.1395302265882492,288,velocity,z,dynamox-dyna-logger,rms,velocity_z
668febb557480af249f91a9c,2024-10-28T00:08:11.000Z,80.08631896972656,6.271704363843633,0.148951306939125,288,velocity,z,dynamox-dyna-logger,rms,velocity_z
668febb557480af249f91a9c,2024-10-30T00:08:11.000Z,36.16144943237305,5.015389296588385,0.1297309398651123,288,velocity,z,dynamox-dyna-logger,rms,velocity_z
668febb557480af249f91a9c,2024-11-01T00:08:11.000Z,21.721437454223636,0.433083013838364,0.11381845921278,144,velocity,z,dynamox-dyna-logger,rms,velocity_z
668febb557480af249f91a9c,2024-11-02T00:08:11.000Z,79.53899383544922,2.440812179157811,0.1372339427471161,93,velocity,z,dynamox-dyna-logger,rms,velocity_z
668febb557480af249f91aa7,2024-09-03T22:31:50.000Z,83.10635375976562,79.07593790690105,75.079345703125,9,temperature,,dynamox-dyna-logger,,temperature graus Celsius
668febb557480af249f91aa7,2024-09-04T00:01:50.000Z,89.58991241455078,80.14219760894775,62.998779296875,288,temperature,,dynamox-dyna-logger,,temperature graus Celsius
668febb557480af249f91aa7,2024-09-06T00:01:50.000Z,89.07186889648438,78.20135083463457,54.1973762512207,288,temperature,,dynamox-dyna-logger,,temperature graus Celsius
668febb557480af249f91aa7,2024-09-08T00:01:50.000Z,87.17593383789062,79.16372605164845,63.6610221862793,288,temperature,,dynamox-dyna-logger,,temperature graus Celsius
668febb557480af249f91aa7,2024-09-10T00:01:50.000Z,87.77943420410156,80.82295919648298,63.39933013916016,282,temperature,,dynamox-dyna-logger,,temperature graus Celsius
668febb557480af249f91aa7,2024-09-12T00:03:12.000Z,88.37224578857422,79.19619647661845,60.85717391967773,288,temperature,,dynamox-dyna-logger,,temperature graus Celsius
668febb557480af249f91aa7,2024-09-14T00:03:12.000Z,88.8529052734375,72.89102188857285,43.38788604736328,286,temperature,,dynamox-dyna-logger,,temperature graus Celsius
668febb557480af249f91aa7,2024-09-16T00:09:12.000Z,92.97055053710938,80.87800304094951,60.90524291992188,288,temperature,,dynamox-dyna-logger,,temperature graus Celsius
668febb557480af249f91aa7,2024-09-18T00:09:12.000Z,86.86618041992188,68.12551400396559,35.61188507080078,288,temperature,,dynamox-dyna-logger,,temperature graus Celsius
668febb557480af249f91aa7,2024-09-20T00:09:12.000Z,86.31075286865234,77.24268941476312,61.82917404174805,284,temperature,,dynamox-dyna-logger,,temperature graus Celsius
668febb557480af249f91aa7,2024-09-22T00:04:48.000Z,83.49622344970703,57.700716879632736,32.05500793457031,288,temperature,,dynamox-dyna-logger,,temperature graus Celsius
668febb557480af249f91aa7,2024-09-24T00:04:48.000Z,81.0555419921875,50.894586622715,30.116350173950195,288,temperature,,dynamox-dyna-logger,,temperature graus Celsius
668febb557480af249f91aa7,2024-09-26T00:04:48.000Z,89.40833282470703,74.78996838463678,47.046234130859375,288,temperature,,dynamox-dyna-logger,,temperature graus Celsius
668febb557480af249f91aa7,2024-09-28T00:04:48.000Z,88.09452819824219,76.76644761318032,51.92759704589844,283,temperature,,dynamox-dyna-logger,,temperature graus Celsius
668febb557480af249f91aa7,2024-09-30T00:08:15.000Z,78.66826629638672,50.59929264916314,30.52758026123047,144,temperature,,dynamox-dyna-logger,,temperature graus Celsius
668febb557480af249f91aa7,2024-10-01T00:08:15.000Z,80.91134643554688,67.65543023200884,41.0433349609375,146,temperature,,dynamox-dyna-logger,,temperature graus Celsius
668febb557480af249f91aa7,2024-10-02T00:02:28.000Z,87.88624572753906,79.16880728138818,60.64889144897461,288,temperature,,dynamox-dyna-logger,,temperature graus Celsius
668febb557480af249f91aa7,2024-10-04T00:02:28.000Z,89.56855010986328,78.33290935062863,53.033111572265625,286,temperature,,dynamox-dyna-logger,,temperature graus Celsius
668febb557480af249f91aa7,2024-10-06T00:09:43.000Z,85.85145568847656,53.15194618411181,31.21652603149414,287,temperature,,dynamox-dyna-logger,,temperature graus Celsius
668febb557480af249f91aa7,2024-10-08T00:05:17.000Z,66.5289535522461,35.25283880366219,27.381933212280277,288,temperature,,dynamox-dyna-logger,,temperature graus Celsius
668febb557480af249f91aa7,2024-10-10T00:05:17.000Z,32.994964599609375,30.254632274309795,27.531471252441406,288,temperature,,dynamox-dyna-logger,,temperature graus Celsius
668febb557480af249f91aa7,2024-10-12T00:05:17.000Z,32.27397537231445,29.05491288503011,25.421911239624023,288,temperature,,dynamox-dyna-logger,,temperature graus Celsius
668febb557480af249f91aa7,2024-10-14T00:05:17.000Z,86.08644104003906,52.210502472188736,27.029449462890625,288,temperature,,dynamox-dyna-logger,,temperature graus Celsius
668febb557480af249f91aa7,2024-10-16T00:05:17.000Z,86.67925262451172,76.16598546504974,57.321659088134766,288,temperature,,dynamox-dyna-logger,,temperature graus Celsius
668febb557480af249f91aa7,2024-10-18T00:05:17.000Z,87.50171661376953,77.13231048319075,58.3737678527832,288,temperature,,dynamox-dyna-logger,,temperature graus Celsius
668febb557480af249f91aa7,2024-10-20T00:05:17.000Z,86.67391204833984,76.07039059947819,53.94636535644531,281,temperature,,dynamox-dyna-logger,,temperature graus Celsius
668febb557480af249f91aa7,2024-10-22T00:08:11.000Z,90.78622436523438,79.18835249212053,59.73563766479492,288,temperature,,dynamox-dyna-logger,,temperature graus Celsius
668febb557480af249f91aa7,2024-10-24T00:08:11.000Z,89.3709487915039,77.67930150032043,57.69550704956055,288,temperature,,dynamox-dyna-logger,,temperature graus Celsius
668febb557480af249f91aa7,2024-10-26T00:08:11.000Z,88.9383544921875,76.49137581719293,46.96612548828125,288,temperature,,dynamox-dyna-logger,,temperature graus Celsius
668febb557480af249f91aa7,2024-10-28T00:08:11.000Z,88.91165161132812,72.80747179190318,42.59212493896485,288,temperature,,dynamox-dyna-logger,,temperature graus Celsius
668febb557480af249f91aa7,2024-10-30T00:08:11.000Z,83.99290466308594,66.17578454812367,34.37285232543945,288,temperature,,dynamox-dyna-logger,,temperature graus Celsius
668febb557480af249f91aa7,2024-11-01T00:08:11.000Z,66.84405517578125,38.73186919424269,26.52208709716797,144,temperature,,dynamox-dyna-logger,,temperature graus Celsius
668febb557480af249f91aa7,2024-11-02T00:08:11.000Z,83.0262451171875,45.21415942202332,28.39131736755371,93,temperature,,dynamox-dyna-logger,,temperature graus Celsius
668febb557480af249f91ab2,2024-09-03T22:31:50.000Z,1.8123679161071775,0.4693714891456895,0.023508558049798,9,acceleration,x,dynamox-dyna-logger,rms,acceleration_x
668febb557480af249f91ab2,2024-09-04T00:01:50.000Z,3.917968273162842,1.2212679040288397,0.0119327185675501,288,acceleration,x,dynamox-dyna-logger,rms,acceleration_x
668febb557480af249f91ab2,2024-09-06T00:01:50.000Z,3.084678173065185,1.1867852164432406,0.0117162065580487,288,acceleration,x,dynamox-dyna-logger,rms,acceleration_x
668febb557480af249f91ab2,2024-09-08T00:01:50.000Z,3.784144163131714,1.3348934545744366,0.0141292540356516,288,acceleration,x,dynamox-dyna-logger,rms,acceleration_x
668febb557480af249f91ab2,2024-09-10T00:01:50.000Z,3.607572555541992,1.3933001980978124,0.0140238227322697,282,acceleration,x,dynamox-dyna-logger,rms,acceleration_x
668febb557480af249f91ab2,2024-09-12T00:03:12.000Z,3.088815927505493,1.2265206078688304,0.0120988143607974,288,acceleration,x,dynamox-dyna-logger,rms,acceleration_x
668febb557480af249f91ab2,2024-09-14T00:03:12.000Z,3.2084062099456787,0.976666704425914,0.0161813143640756,286,acceleration,x,dynamox-dyna-logger,rms,acceleration_x
668febb557480af249f91ab2,2024-09-16T00:09:12.000Z,3.529369592666626,1.4250694245145294,0.0133095830678939,288,acceleration,x,dynamox-dyna-logger,rms,acceleration_x
668febb557480af249f91ab2,2024-09-18T00:09:12.000Z,3.02012038230896,0.7754416834666498,0.0131320590153336,288,acceleration,x,dynamox-dyna-logger,rms,acceleration_x
668febb557480af249f91ab2,2024-09-20T00:09:12.000Z,3.191829204559326,1.135473654238166,0.0170779414474964,284,acceleration,x,dynamox-dyna-logger,rms,acceleration_x
668febb557480af249f91ab2,2024-09-22T00:04:48.000Z,2.6890156269073486,0.495163969039115,0.0122450217604637,288,acceleration,x,dynamox-dyna-logger,rms,acceleration_x
668febb557480af249f91ab2,2024-09-24T00:04:48.000Z,3.196289300918579,0.3461267423570259,0.0151285901665687,288,acceleration,x,dynamox-dyna-logger,rms,acceleration_x
668febb557480af249f91ab2,2024-09-26T00:04:48.000Z,3.1013967990875244,1.123632245968717,0.0147313484922051,288,acceleration,x,dynamox-dyna-logger,rms,acceleration_x
668febb557480af249f91ab2,2024-09-28T00:04:48.000Z,3.3704617023468018,1.1467935794326,0.0146701233461499,283,acceleration,x,dynamox-dyna-logger,rms,acceleration_x
668febb557480af249f91ab2,2024-09-30T00:08:15.000Z,2.740880489349365,0.2477675844113239,0.0174448117613792,144,acceleration,x,dynamox-dyna-logger,rms,acceleration_x
668febb557480af249f91ab2,2024-10-01T00:08:15.000Z,3.2121541500091557,0.815888265900518,0.0240792389959096,146,acceleration,x,dynamox-dyna-logger,rms,acceleration_x
668febb557480af249f91ab2,2024-10-02T00:02:28.000Z,3.3172831535339355,1.2798678020998422,0.0179491955786943,288,acceleration,x,dynamox-dyna-logger,rms,acceleration_x
668febb557480af249f91ab2,2024-10-04T00:02:28.000Z,3.65633487701416,1.192721303187675,0.0119446078315377,286,acceleration,x,dynamox-dyna-logger,rms,acceleration_x
668febb557480af249f91ab2,2024-10-06T00:09:43.000Z,2.344489574432373,0.2957146705261299,0.0124612990766763,287,acceleration,x,dynamox-dyna-logger,rms,acceleration_x
668febb557480af249f91ab2,2024-10-08T00:05:17.000Z,2.641491413116455,0.0458354760129522,0.025781949982047,288,acceleration,x,dynamox-dyna-logger,rms,acceleration_x
668febb557480af249f91ab2,2024-10-10T00:05:17.000Z,0.0273431912064552,0.024787097347952,0.0211823899298906,288,acceleration,x,dynamox-dyna-logger,rms,acceleration_x
668febb557480af249f91ab2,2024-10-12T00:05:17.000Z,0.0257835313677787,0.0233689507327249,0.0197229254990816,288,acceleration,x,dynamox-dyna-logger,rms,acceleration_x
668febb557480af249f91ab2,2024-10-14T00:05:17.000Z,3.451807975769043,0.508395648053718,0.0130279073491692,288,acceleration,x,dynamox-dyna-logger,rms,acceleration_x
668febb557480af249f91ab2,2024-10-16T00:05:17.000Z,3.5457470417022705,1.1667812926526595,0.0134521266445517,288,acceleration,x,dynamox-dyna-logger,rms,acceleration_x
668febb557480af249f91ab2,2024-10-18T00:05:17.000Z,3.6011478900909424,1.2212541859480552,0.01686442643404,288,acceleration,x,dynamox-dyna-logger,rms,acceleration_x
668febb557480af249f91ab2,2024-10-20T00:05:17.000Z,3.341850996017456,1.014324095116736,0.0123139843344688,281,acceleration,x,dynamox-dyna-logger,rms,acceleration_x
668febb557480af249f91ab2,2024-10-22T00:08:11.000Z,2.943805456161499,1.2723575717084006,0.0134963626042008,288,acceleration,x,dynamox-dyna-logger,rms,acceleration_x
668febb557480af249f91ab2,2024-10-24T00:08:11.000Z,3.122375965118408,1.0118194734677672,0.0129514895379543,288,acceleration,x,dynamox-dyna-logger,rms,acceleration_x
668febb557480af249f91ab2,2024-10-26T00:08:11.000Z,3.157591819763184,1.0464634513708817,0.0131140863522887,288,acceleration,x,dynamox-dyna-logger,rms,acceleration_x
668febb557480af249f91ab2,2024-10-28T00:08:11.000Z,3.159775257110596,0.8724380943038139,0.011568265967071,288,acceleration,x,dynamox-dyna-logger,rms,acceleration_x
668febb557480af249f91ab2,2024-10-30T00:08:11.000Z,3.156715154647827,0.7468760959002085,0.0167774874716997,288,acceleration,x,dynamox-dyna-logger,rms,acceleration_x
668febb557480af249f91ab2,2024-11-01T00:08:11.000Z,1.7667444944381714,0.0461058540838874,0.0218108873814344,144,acceleration,x,dynamox-dyna-logger,rms,acceleration_x
668febb557480af249f91ab2,2024-11-02T00:08:11.000Z,1.9488979578018188,0.1960307170026084,0.0293456632643938,93,acceleration,x,dynamox-dyna-logger,rms,acceleration_x
