Componente,Modelo,Shapiro-Wilk Statistic,Shapiro-Wilk p-value,Kolmogorov-Smirnov Statistic,Kolmogorov-Smirnov p-value,Durbin-Watson,Lagrange Multiplier Statistic,Breusch-Pagan p-value,Breusch-Pagan f-value,Breusch-Pagan f-p-value
Redutor Giro Traseiro,GRU,0.9731923945008063,0.29873630024668885,0.2870725148021258,0.00032510445863175285,1.3840935497480018,14.245082896975898,0.006552567266667919,6.071921336685414,0.0014002382189843819
Redutor Giro Traseiro,LSTM,0.9758870328238602,0.38138218890797226,0.3096347965126104,7.690939093974612e-05,1.1987852836126436,24.600471499269855,6.052500400144696e-05,14.599025388322183,7.504877543246344e-07
Redutor Giro Traseiro,SVM,0.9829588506981745,0.6697734555358842,0.27079526310767843,0.0008555828457831316,1.2680288779888078,7.906559090200036,0.09506164971041244,2.8744380381632006,0.04601823614839815
Redutor Giro Traseiro,SVR_Ajus,0.9829588506981745,0.6697734555358842,0.27079526310767843,0.0008555828457831316,1.2680288779888078,7.906559090200036,0.09506164971041244,2.8744380381632006,0.04601823614839815
Redutor de Giro Frontal,GRU,0.9880424697706615,0.8840924345359056,0.30371936067871386,0.00011351602917903448,1.5004548507171753,8.81923461274851,0.06578003183818544,3.275616448980303,0.029077872191512227
Redutor de Giro Frontal,LSTM,0.9684726946857684,0.19098085236470114,0.3573335809357816,2.462626735326582e-06,1.1920628082861306,22.199382958693736,0.00018291087883574376,12.07579450539998,5.537754226104507e-06
Redutor de Giro Frontal,SVM,0.9926514808805682,0.9872980869527713,0.35597620390171886,2.7366343623299186e-06,1.5694537692353756,5.063967463029127,0.2807967854257759,1.7270862517408554,0.17427139674594236
Redutor de Giro Frontal,SVR_Ajus,0.9926514808805682,0.9872980869527713,0.35597620390171886,2.7366343623299186e-06,1.5694537692353756,5.063967463029127,0.2807967854257759,1.7270862517408554,0.17427139674594236
